Rental ID,Rental Date,Month,Day of Week,Season,Customer Type,Rental Item,Rental Duration,Quantity,Unit Price,Add-on,Add-on Revenue,Discount Amount,Total Revenue,Employee Name,Launch Site,Payment Method,Weather
WSR-2026-0139,2026-03-06,March,Friday,Spring,Online Booking,Stand-Up Paddle Board,1 Hour,1,26.00,None,0.00,0.00,26.00,Diego Ramirez,Marina Kiosk,Credit Card,Sunny
WSR-2026-0140,2026-03-06,March,Friday,Spring,Walk-in,Single Kayak,2 Hours,1,38.00,None,0.00,0.00,38.00,Chloe Nguyen,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-0141,2026-03-06,March,Friday,Spring,Online Booking,Hydro Bike,Half Day,1,72.00,None,0.00,0.00,72.00,Ben Carter,Resort Pier,Debit Card,Sunny
WSR-2026-0142,2026-03-06,March,Friday,Spring,Group/Event,Stand-Up Paddle Board,1 Hour,1,26.00,None,0.00,0.00,26.00,Grace Lee,Harbor Dock,Credit Card,Sunny
WSR-2026-0143,2026-03-07,March,Saturday,Spring,Resort Guest,Pedal Boat,1 Hour,1,38.88,None,0.00,0.00,38.88,Finn Johnson,Lagoon Launch,Credit Card,Sunny
WSR-2026-0144,2026-03-07,March,Saturday,Spring,Online Booking,Stand-Up Paddle Board,Half Day,1,66.96,Dry Bag,6.00,0.00,72.96,Emma Wilson,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0145,2026-03-07,March,Saturday,Spring,Group/Event,Stand-Up Paddle Board,Half Day,1,66.96,None,0.00,3.35,63.61,Emma Wilson,Beachfront Hut,Mobile Pay,Cloudy
WSR-2026-0146,2026-03-07,March,Saturday,Spring,Online Booking,Fishing Kayak,2 Hours,1,54.00,None,0.00,0.00,54.00,Ava Martinez,Lagoon Launch,Credit Card,Sunny
WSR-2026-0147,2026-03-07,March,Saturday,Spring,Resort Guest,Tandem Kayak,1 Hour,1,36.72,None,0.00,0.00,36.72,Isaac Patel,Lagoon Launch,Cash,Sunny
WSR-2026-0148,2026-03-08,March,Sunday,Spring,Group/Event,Stand-Up Paddle Board,1 Hour,1,28.08,None,0.00,0.00,28.08,Grace Lee,Harbor Dock,Credit Card,Sunny
WSR-2026-0149,2026-03-08,March,Sunday,Spring,Online Booking,Single Kayak,Full Day,1,90.72,None,0.00,0.00,90.72,Emma Wilson,Harbor Dock,Credit Card,Cloudy
WSR-2026-0150,2026-03-08,March,Sunday,Spring,Online Booking,Single Kayak,Full Day,1,90.72,None,0.00,0.00,90.72,Emma Wilson,Beachfront Hut,Credit Card,Windy
WSR-2026-0151,2026-03-08,March,Sunday,Spring,Group/Event,Single Kayak,2 Hours,1,41.04,None,0.00,2.05,38.99,Emma Wilson,Resort Pier,Mobile Pay,Sunny
WSR-2026-0152,2026-03-08,March,Sunday,Spring,Online Booking,Single Kayak,Full Day,1,90.72,Dry Bag,6.00,0.00,96.72,Hannah Brooks,Resort Pier,Credit Card,Cloudy
WSR-2026-0153,2026-03-08,March,Sunday,Spring,Online Booking,Surfboard,Full Day,1,82.08,None,0.00,0.00,82.08,Chloe Nguyen,Marina Kiosk,Credit Card,Sunny
WSR-2026-0154,2026-03-09,March,Monday,Spring,Group/Event,Single Kayak,Half Day,1,58.00,None,0.00,2.90,55.10,Emma Wilson,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-0155,2026-03-09,March,Monday,Spring,Walk-in,Single Kayak,2 Hours,1,38.00,None,0.00,1.90,36.10,Diego Ramirez,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-0156,2026-03-09,March,Monday,Spring,Online Booking,Tandem Kayak,Half Day,1,78.00,Cooler Rental,10.00,0.00,88.00,Ava Martinez,Beachfront Hut,Debit Card,Cloudy
WSR-2026-0157,2026-03-10,March,Tuesday,Spring,Walk-in,Bodyboard,Half Day,1,34.00,Phone Pouch,5.00,0.00,39.00,Chloe Nguyen,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-0158,2026-03-10,March,Tuesday,Spring,Online Booking,Tandem Kayak,2 Hours,1,52.00,None,0.00,0.00,52.00,Ben Carter,Harbor Dock,Credit Card,Rainy
WSR-2026-0159,2026-03-10,March,Tuesday,Spring,Walk-in,Single Kayak,Full Day,1,84.00,None,0.00,0.00,84.00,Ava Martinez,Harbor Dock,Credit Card,Sunny
WSR-2026-0160,2026-03-11,March,Wednesday,Spring,Resort Guest,Stand-Up Paddle Board,1 Hour,1,26.00,Premium Life Jacket,7.00,0.00,33.00,Hannah Brooks,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0161,2026-03-11,March,Wednesday,Spring,Online Booking,Single Kayak,1 Hour,1,24.00,Dry Bag,6.00,0.00,30.00,Mia Thompson,Lagoon Launch,Cash,Windy
WSR-2026-0162,2026-03-11,March,Wednesday,Spring,Walk-in,Single Kayak,Half Day,1,58.00,GoPro Mount,8.00,0.00,66.00,Hannah Brooks,Harbor Dock,Credit Card,Cloudy
WSR-2026-0163,2026-03-11,March,Wednesday,Spring,Walk-in,Single Kayak,2 Hours,1,38.00,None,0.00,0.00,38.00,Mia Thompson,Beachfront Hut,Debit Card,Sunny
WSR-2026-0164,2026-03-12,March,Thursday,Spring,Walk-in,Wetsuit Rental,2 Hours,1,16.00,Phone Pouch,5.00,0.00,21.00,Isaac Patel,Beachfront Hut,Gift Card,Sunny
WSR-2026-0165,2026-03-12,March,Thursday,Spring,Resort Guest,Stand-Up Paddle Board,1 Hour,1,26.00,Dry Bag,6.00,0.00,32.00,Chloe Nguyen,Harbor Dock,Debit Card,Cloudy
WSR-2026-0166,2026-03-12,March,Thursday,Spring,Resort Guest,Snorkel Set,1 Hour,1,12.00,None,0.00,0.00,12.00,Grace Lee,Lagoon Launch,Mobile Pay,Rainy
WSR-2026-0167,2026-03-12,March,Thursday,Spring,Online Booking,Bodyboard,1 Hour,1,14.00,Phone Pouch,5.00,0.00,19.00,Ben Carter,Beachfront Hut,Credit Card,Cloudy
WSR-2026-0168,2026-03-13,March,Friday,Spring,Group/Event,Bodyboard,2 Hours,1,22.00,Phone Pouch,5.00,0.00,27.00,Grace Lee,Lagoon Launch,Cash,Sunny
WSR-2026-0169,2026-03-13,March,Friday,Spring,Online Booking,Single Kayak,Half Day,1,58.00,Dry Bag,6.00,0.00,64.00,Finn Johnson,Resort Pier,Credit Card,Cloudy
WSR-2026-0170,2026-03-13,March,Friday,Spring,Group/Event,Tandem Kayak,Half Day,1,78.00,Dry Bag,6.00,0.00,84.00,Emma Wilson,Marina Kiosk,Credit Card,Sunny
WSR-2026-0171,2026-03-13,March,Friday,Spring,Online Booking,Stand-Up Paddle Board,1 Hour,1,26.00,None,0.00,0.00,26.00,Ava Martinez,Lagoon Launch,Cash,Sunny
WSR-2026-0172,2026-03-13,March,Friday,Spring,Online Booking,Snorkel Set,2 Hours,1,18.00,None,0.00,0.00,18.00,Emma Wilson,Resort Pier,Credit Card,Sunny
WSR-2026-0173,2026-03-13,March,Friday,Spring,Walk-in,Stand-Up Paddle Board,1 Hour,1,26.00,Phone Pouch,5.00,1.55,29.45,Mia Thompson,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-0174,2026-03-13,March,Friday,Spring,Online Booking,Stand-Up Paddle Board,1 Hour,1,26.00,Cooler Rental,10.00,0.00,36.00,Emma Wilson,Resort Pier,Credit Card,Sunny
WSR-2026-0175,2026-03-14,March,Saturday,Spring,Group/Event,Bodyboard,1 Hour,1,15.12,None,0.00,0.76,14.36,Mia Thompson,Harbor Dock,Debit Card,Cloudy
WSR-2026-0176,2026-03-14,March,Saturday,Spring,Group/Event,Stand-Up Paddle Board,Half Day,1,66.96,Cooler Rental,10.00,7.70,69.26,Ava Martinez,Resort Pier,Credit Card,Sunny
WSR-2026-0177,2026-03-14,March,Saturday,Spring,Member,Single Kayak,1 Hour,1,25.92,Premium Life Jacket,7.00,3.29,29.63,Ava Martinez,Beachfront Hut,Debit Card,Sunny
WSR-2026-0178,2026-03-14,March,Saturday,Spring,Online Booking,Surfboard,1 Hour,1,23.76,None,0.00,0.00,23.76,Diego Ramirez,Harbor Dock,Cash,Cloudy
WSR-2026-0179,2026-03-14,March,Saturday,Spring,Online Booking,Bodyboard,Half Day,1,36.72,None,0.00,0.00,36.72,Finn Johnson,Resort Pier,Credit Card,Sunny
WSR-2026-0180,2026-03-14,March,Saturday,Spring,Walk-in,Wetsuit Rental,2 Hours,1,17.28,None,0.00,0.00,17.28,Chloe Nguyen,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0181,2026-03-15,March,Sunday,Spring,Walk-in,Pedal Boat,1 Hour,1,38.88,Dry Bag,6.00,0.00,44.88,Finn Johnson,Lagoon Launch,Credit Card,Sunny
WSR-2026-0182,2026-03-15,March,Sunday,Spring,Walk-in,Wetsuit Rental,1 Hour,1,10.80,None,0.00,0.54,10.26,Ben Carter,Lagoon Launch,Credit Card,Rainy
WSR-2026-0183,2026-03-15,March,Sunday,Spring,Resort Guest,Tandem Kayak,1 Hour,1,36.72,Premium Life Jacket,7.00,0.00,43.72,Mia Thompson,Resort Pier,Debit Card,Windy
WSR-2026-0184,2026-03-15,March,Sunday,Spring,Walk-in,Single Kayak,1 Hour,1,25.92,None,0.00,0.00,25.92,Finn Johnson,Beachfront Hut,Credit Card,Sunny
WSR-2026-0185,2026-03-15,March,Sunday,Spring,Walk-in,Surfboard,2 Hours,1,38.88,None,0.00,0.00,38.88,Emma Wilson,Marina Kiosk,Cash,Cloudy
WSR-2026-0186,2026-03-15,March,Sunday,Spring,Online Booking,Surfboard,Full Day,1,82.08,None,0.00,0.00,82.08,Finn Johnson,Harbor Dock,Cash,Windy
WSR-2026-0187,2026-03-16,March,Monday,Spring,Online Booking,Stand-Up Paddle Board,Half Day,1,62.00,Waterproof Speaker,12.00,0.00,74.00,Hannah Brooks,Resort Pier,Mobile Pay,Cloudy
WSR-2026-0188,2026-03-16,March,Monday,Spring,Online Booking,Bodyboard,1 Hour,1,14.00,None,0.00,0.00,14.00,Chloe Nguyen,Beachfront Hut,Credit Card,Cloudy
WSR-2026-0189,2026-03-16,March,Monday,Spring,Resort Guest,Wetsuit Rental,Full Day,1,34.00,Dry Bag,6.00,0.00,40.00,Emma Wilson,Marina Kiosk,Credit Card,Sunny
WSR-2026-0190,2026-03-17,March,Tuesday,Spring,Online Booking,Stand-Up Paddle Board,Half Day,1,62.00,None,0.00,0.00,62.00,Emma Wilson,Beachfront Hut,Cash,Sunny
WSR-2026-0191,2026-03-17,March,Tuesday,Spring,Online Booking,Tandem Kayak,2 Hours,1,52.00,Dry Bag,6.00,0.00,58.00,Emma Wilson,Beachfront Hut,Credit Card,Cloudy
WSR-2026-0192,2026-03-17,March,Tuesday,Spring,Walk-in,Stand-Up Paddle Board,Full Day,1,88.00,Phone Pouch,5.00,0.00,93.00,Diego Ramirez,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0193,2026-03-18,March,Wednesday,Spring,Walk-in,Snorkel Set,1 Hour,1,12.00,Cooler Rental,10.00,0.00,22.00,Finn Johnson,Marina Kiosk,Credit Card,Windy
WSR-2026-0194,2026-03-18,March,Wednesday,Spring,Resort Guest,Tandem Kayak,2 Hours,1,52.00,Cooler Rental,10.00,0.00,62.00,Ava Martinez,Resort Pier,Mobile Pay,Windy
WSR-2026-0195,2026-03-18,March,Wednesday,Spring,Resort Guest,Hydro Bike,1 Hour,1,30.00,None,0.00,0.00,30.00,Ava Martinez,Beachfront Hut,Cash,Sunny
WSR-2026-0196,2026-03-19,March,Thursday,Spring,Online Booking,Surfboard,Half Day,1,54.00,Phone Pouch,5.00,0.00,59.00,Grace Lee,Harbor Dock,Credit Card,Windy
WSR-2026-0197,2026-03-19,March,Thursday,Spring,Walk-in,Surfboard,1 Hour,1,22.00,None,0.00,0.00,22.00,Chloe Nguyen,Marina Kiosk,Debit Card,Sunny
WSR-2026-0198,2026-03-20,March,Friday,Spring,Group/Event,Stand-Up Paddle Board,1 Hour,1,26.00,Phone Pouch,5.00,0.00,31.00,Ava Martinez,Marina Kiosk,Credit Card,Sunny
WSR-2026-0199,2026-03-20,March,Friday,Spring,Walk-in,Wetsuit Rental,1 Hour,1,10.00,Cooler Rental,10.00,0.00,20.00,Ben Carter,Resort Pier,Mobile Pay,Cloudy
WSR-2026-0200,2026-03-20,March,Friday,Spring,Group/Event,Snorkel Set,1 Hour,1,12.00,None,0.00,0.60,11.40,Diego Ramirez,Beachfront Hut,Credit Card,Cloudy
WSR-2026-0201,2026-03-20,March,Friday,Spring,Member,Stand-Up Paddle Board,1 Hour,1,26.00,Premium Life Jacket,7.00,4.95,28.05,Hannah Brooks,Lagoon Launch,Mobile Pay,Windy
WSR-2026-0202,2026-03-20,March,Friday,Spring,Online Booking,Hydro Bike,1 Hour,1,30.00,None,0.00,0.00,30.00,Mia Thompson,Beachfront Hut,Credit Card,Sunny
WSR-2026-0203,2026-03-21,March,Saturday,Spring,Online Booking,Wetsuit Rental,2 Hours,1,17.28,None,0.00,0.00,17.28,Ben Carter,Lagoon Launch,Mobile Pay,Sunny
WSR-2026-0204,2026-03-21,March,Saturday,Spring,Walk-in,Surfboard,1 Hour,1,23.76,Dry Bag,6.00,0.00,29.76,Isaac Patel,Lagoon Launch,Debit Card,Windy
WSR-2026-0205,2026-03-21,March,Saturday,Spring,Group/Event,Fishing Kayak,2 Hours,1,54.00,GoPro Mount,8.00,6.20,55.80,Mia Thompson,Beachfront Hut,Credit Card,Cloudy
WSR-2026-0206,2026-03-21,March,Saturday,Spring,Walk-in,Wetsuit Rental,1 Hour,1,10.80,Cooler Rental,10.00,0.00,20.80,Hannah Brooks,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-0207,2026-03-21,March,Saturday,Spring,Online Booking,Snorkel Set,Half Day,1,30.24,Phone Pouch,5.00,0.00,35.24,Ben Carter,Beachfront Hut,Credit Card,Cloudy
WSR-2026-0208,2026-03-21,March,Saturday,Spring,Online Booking,Bodyboard,1 Hour,1,15.12,None,0.00,0.00,15.12,Grace Lee,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0209,2026-03-21,March,Saturday,Spring,Online Booking,Single Kayak,Half Day,1,62.64,Phone Pouch,5.00,0.00,67.64,Diego Ramirez,Marina Kiosk,Credit Card,Sunny
WSR-2026-0210,2026-03-21,March,Saturday,Spring,Walk-in,Single Kayak,Half Day,1,62.64,None,0.00,0.00,62.64,Hannah Brooks,Beachfront Hut,Cash,Sunny
WSR-2026-0211,2026-03-21,March,Saturday,Spring,Group/Event,Fishing Kayak,Full Day,1,118.80,Dry Bag,6.00,6.24,118.56,Isaac Patel,Beachfront Hut,Credit Card,Cloudy
WSR-2026-0212,2026-03-21,March,Saturday,Spring,Resort Guest,Bodyboard,Half Day,1,36.72,None,0.00,0.00,36.72,Finn Johnson,Resort Pier,Debit Card,Windy
WSR-2026-0213,2026-03-21,March,Saturday,Spring,Online Booking,Hydro Bike,2 Hours,1,51.84,Cooler Rental,10.00,3.09,58.75,Mia Thompson,Resort Pier,Debit Card,Rainy
WSR-2026-0214,2026-03-22,March,Sunday,Spring,Resort Guest,Single Kayak,2 Hours,1,41.04,Premium Life Jacket,7.00,0.00,48.04,Emma Wilson,Lagoon Launch,Cash,Sunny
WSR-2026-0215,2026-03-22,March,Sunday,Spring,Group/Event,Single Kayak,1 Hour,1,25.92,Phone Pouch,5.00,0.00,30.92,Emma Wilson,Marina Kiosk,Credit Card,Sunny
WSR-2026-0216,2026-03-22,March,Sunday,Spring,Group/Event,Tandem Kayak,2 Hours,1,56.16,Dry Bag,6.00,3.11,59.05,Diego Ramirez,Marina Kiosk,Credit Card,Sunny
WSR-2026-0217,2026-03-22,March,Sunday,Spring,Group/Event,Fishing Kayak,Full Day,1,118.80,None,0.00,5.94,112.86,Grace Lee,Beachfront Hut,Cash,Sunny
WSR-2026-0218,2026-03-22,March,Sunday,Spring,Online Booking,Single Kayak,2 Hours,1,41.04,Dry Bag,6.00,0.00,47.04,Hannah Brooks,Resort Pier,Debit Card,Sunny
WSR-2026-0219,2026-03-22,March,Sunday,Spring,Walk-in,Surfboard,1 Hour,1,23.76,None,0.00,0.00,23.76,Isaac Patel,Beachfront Hut,Mobile Pay,Sunny
WSR-2026-0220,2026-03-23,March,Monday,Spring,Walk-in,Snorkel Set,2 Hours,1,18.00,GoPro Mount,8.00,0.00,26.00,Finn Johnson,Harbor Dock,Mobile Pay,Rainy
WSR-2026-0221,2026-03-23,March,Monday,Spring,Walk-in,Single Kayak,Half Day,1,58.00,Dry Bag,6.00,0.00,64.00,Hannah Brooks,Resort Pier,Mobile Pay,Sunny
WSR-2026-0222,2026-03-23,March,Monday,Spring,Online Booking,Surfboard,2 Hours,1,36.00,None,0.00,0.00,36.00,Chloe Nguyen,Resort Pier,Credit Card,Cloudy
WSR-2026-0223,2026-03-24,March,Tuesday,Spring,Walk-in,Hydro Bike,1 Hour,1,30.00,None,0.00,0.00,30.00,Ben Carter,Harbor Dock,Debit Card,Windy
WSR-2026-0224,2026-03-24,March,Tuesday,Spring,Walk-in,Tandem Kayak,Full Day,1,112.00,None,0.00,0.00,112.00,Grace Lee,Resort Pier,Debit Card,Cloudy
WSR-2026-0225,2026-03-24,March,Tuesday,Spring,Member,Surfboard,2 Hours,1,36.00,GoPro Mount,8.00,6.60,37.40,Mia Thompson,Harbor Dock,Cash,Sunny
WSR-2026-0226,2026-03-25,March,Wednesday,Spring,Resort Guest,Fishing Kayak,Half Day,1,76.00,Cooler Rental,10.00,0.00,86.00,Emma Wilson,Harbor Dock,Debit Card,Sunny
WSR-2026-0227,2026-03-25,March,Wednesday,Spring,Resort Guest,Surfboard,2 Hours,1,36.00,Dry Bag,6.00,0.00,42.00,Grace Lee,Resort Pier,Gift Card,Sunny
WSR-2026-0228,2026-03-25,March,Wednesday,Spring,Member,Snorkel Set,Full Day,1,40.00,None,0.00,6.00,34.00,Chloe Nguyen,Resort Pier,Gift Card,Sunny
WSR-2026-0229,2026-03-25,March,Wednesday,Spring,Online Booking,Single Kayak,2 Hours,1,38.00,Phone Pouch,5.00,0.00,43.00,Ben Carter,Resort Pier,Credit Card,Sunny
WSR-2026-0230,2026-03-26,March,Thursday,Spring,Online Booking,Tandem Kayak,1 Hour,1,34.00,GoPro Mount,8.00,0.00,42.00,Ben Carter,Resort Pier,Gift Card,Sunny
WSR-2026-0231,2026-03-27,March,Friday,Spring,Online Booking,Stand-Up Paddle Board,2 Hours,1,42.00,None,0.00,0.00,42.00,Chloe Nguyen,Harbor Dock,Credit Card,Sunny
WSR-2026-0232,2026-03-27,March,Friday,Spring,Resort Guest,Stand-Up Paddle Board,1 Hour,1,26.00,None,0.00,0.00,26.00,Finn Johnson,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0233,2026-03-27,March,Friday,Spring,Online Booking,Pedal Boat,Full Day,1,124.00,None,0.00,6.20,117.80,Ben Carter,Beachfront Hut,Debit Card,Windy
WSR-2026-0234,2026-03-27,March,Friday,Spring,Resort Guest,Surfboard,2 Hours,1,36.00,None,0.00,0.00,36.00,Isaac Patel,Lagoon Launch,Debit Card,Cloudy
WSR-2026-0235,2026-03-27,March,Friday,Spring,Online Booking,Surfboard,1 Hour,1,22.00,None,0.00,0.00,22.00,Hannah Brooks,Harbor Dock,Mobile Pay,Sunny
WSR-2026-0236,2026-03-28,March,Saturday,Spring,Online Booking,Single Kayak,Full Day,1,90.72,Cooler Rental,10.00,0.00,100.72,Diego Ramirez,Resort Pier,Credit Card,Cloudy
WSR-2026-0237,2026-03-28,March,Saturday,Spring,Resort Guest,Tandem Kayak,Half Day,1,84.24,None,0.00,0.00,84.24,Isaac Patel,Lagoon Launch,Credit Card,Rainy
WSR-2026-0238,2026-03-28,March,Saturday,Spring,Walk-in,Tandem Kayak,1 Hour,1,36.72,GoPro Mount,8.00,0.00,44.72,Mia Thompson,Marina Kiosk,Debit Card,Cloudy
WSR-2026-0239,2026-03-28,March,Saturday,Spring,Walk-in,Fishing Kayak,1 Hour,1,34.56,Dry Bag,6.00,0.00,40.56,Chloe Nguyen,Lagoon Launch,Credit Card,Windy
WSR-2026-0240,2026-03-28,March,Saturday,Spring,Resort Guest,Pedal Boat,Full Day,1,133.92,None,0.00,0.00,133.92,Emma Wilson,Resort Pier,Credit Card,Sunny
WSR-2026-0241,2026-03-28,March,Saturday,Spring,Group/Event,Single Kayak,Half Day,1,62.64,None,0.00,0.00,62.64,Ava Martinez,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0242,2026-03-28,March,Saturday,Spring,Walk-in,Bodyboard,1 Hour,1,15.12,None,0.00,0.00,15.12,Hannah Brooks,Harbor Dock,Credit Card,Sunny
WSR-2026-0243,2026-03-29,March,Sunday,Spring,Online Booking,Single Kayak,Full Day,1,90.72,None,0.00,0.00,90.72,Finn Johnson,Lagoon Launch,Credit Card,Cloudy
WSR-2026-0244,2026-03-29,March,Sunday,Spring,Walk-in,Tandem Kayak,1 Hour,1,36.72,Dry Bag,6.00,0.00,42.72,Emma Wilson,Beachfront Hut,Credit Card,Windy
WSR-2026-0245,2026-03-29,March,Sunday,Spring,Walk-in,Single Kayak,2 Hours,1,41.04,None,0.00,0.00,41.04,Isaac Patel,Marina Kiosk,Debit Card,Sunny
WSR-2026-0246,2026-03-29,March,Sunday,Spring,Resort Guest,Hydro Bike,Half Day,1,77.76,Dry Bag,6.00,0.00,83.76,Hannah Brooks,Marina Kiosk,Debit Card,Sunny
WSR-2026-0247,2026-03-29,March,Sunday,Spring,Walk-in,Hydro Bike,Half Day,1,77.76,None,0.00,0.00,77.76,Hannah Brooks,Marina Kiosk,Credit Card,Sunny
WSR-2026-0248,2026-03-29,March,Sunday,Spring,Group/Event,Pedal Boat,2 Hours,1,62.64,None,0.00,6.26,56.38,Mia Thompson,Lagoon Launch,Cash,Windy
WSR-2026-0249,2026-03-29,March,Sunday,Spring,Online Booking,Stand-Up Paddle Board,1 Hour,1,28.08,None,0.00,0.00,28.08,Ben Carter,Lagoon Launch,Debit Card,Sunny
WSR-2026-0250,2026-03-29,March,Sunday,Spring,Resort Guest,Single Kayak,Half Day,1,62.64,None,0.00,0.00,62.64,Hannah Brooks,Resort Pier,Debit Card,Cloudy
WSR-2026-0251,2026-03-29,March,Sunday,Spring,Walk-in,Tandem Kayak,1 Hour,1,36.72,Dry Bag,6.00,0.00,42.72,Ben Carter,Resort Pier,Credit Card,Rainy
WSR-2026-0252,2026-03-29,March,Sunday,Spring,Resort Guest,Surfboard,2 Hours,1,38.88,None,0.00,0.00,38.88,Hannah Brooks,Resort Pier,Mobile Pay,Sunny
WSR-2026-0253,2026-03-30,March,Monday,Spring,Walk-in,Surfboard,1 Hour,1,22.00,None,0.00,0.00,22.00,Diego Ramirez,Resort Pier,Credit Card,Windy
WSR-2026-0254,2026-03-31,March,Tuesday,Spring,Online Booking,Snorkel Set,2 Hours,1,18.00,Phone Pouch,5.00,0.00,23.00,Isaac Patel,Resort Pier,Mobile Pay,Cloudy
WSR-2026-0255,2026-03-31,March,Tuesday,Spring,Walk-in,Single Kayak,1 Hour,1,24.00,Dry Bag,6.00,0.00,30.00,Finn Johnson,Beachfront Hut,Credit Card,Windy
WSR-2026-0256,2026-04-01,April,Wednesday,Spring,Online Booking,Tandem Kayak,Half Day,1,78.00,Waterproof Speaker,12.00,0.00,90.00,Grace Lee,Lagoon Launch,Gift Card,Cloudy
WSR-2026-0257,2026-04-01,April,Wednesday,Spring,Group/Event,Bodyboard,2 Hours,1,22.00,Cooler Rental,10.00,0.00,32.00,Diego Ramirez,Resort Pier,Mobile Pay,Sunny
WSR-2026-0258,2026-04-01,April,Wednesday,Spring,Walk-in,Surfboard,Full Day,1,76.00,None,0.00,3.80,72.20,Emma Wilson,Resort Pier,Credit Card,Sunny
WSR-2026-0259,2026-04-02,April,Thursday,Spring,Online Booking,Stand-Up Paddle Board,2 Hours,1,42.00,Phone Pouch,5.00,0.00,47.00,Ben Carter,Marina Kiosk,Mobile Pay,Sunny
WSR-2026-0260,2026-04-02,April,Thursday,Spring,Group/Event,Stand-Up Paddle Board,1 Hour,1,26.00,None,0.00,0.00,26.00,Ava Martinez,Harbor Dock,Credit Card,Windy
WSR-2026-0261,2026-04-02,April,Thursday,Spring,Walk-in,Bodyboard,Full Day,1,48.00,None,0.00,0.00,48.00,Isaac Patel,Resort Pier,Mobile Pay,Cloudy
WSR-2026-0262,2026-04-02,April,Thursday,Spring,Resort Guest,Stand-Up Paddle Board,2 Hours,1,42.00,None,0.00,0.00,42.00,Diego Ramirez,Harbor Dock,Debit Card,Windy
WSR-2026-0263,2026-04-02,April,Thursday,Spring,Online Booking,Tandem Kayak,2 Hours,1,52.00,Dry Bag,6.00,0.00,58.00,Mia Thompson,Resort Pier,Debit Card,Sunny
WSR-2026-0264,2026-04-03,April,Friday,Spring,Walk-in,Surfboard,Full Day,1,76.00,Phone Pouch,5.00,0.00,81.00,Isaac Patel,Lagoon Launch,Debit Card,Sunny
WSR-2026-0265,2026-04-03,April,Friday,Spring,Online Booking,Fishing Kayak,1 Hour,1,32.00,GoPro Mount,8.00,0.00,40.00,Ava Martinez,Resort Pier,Cash,Sunny
WSR-2026-0266,2026-04-03,April,Friday,Spring,Resort Guest,Single Kayak,2 Hours,1,38.00,None,0.00,0.00,38.00,Emma Wilson,Lagoon Launch,Credit Card,Rainy
WSR-2026-0267,2026-04-03,April,Friday,Spring,Walk-in,Hydro Bike,1 Hour,1,30.00,Waterproof Speaker,12.00,0.00,42.00,Grace Lee,Resort Pier,Credit Card,Cloudy
WSR-2026-0268,2026-04-03,April,Friday,Spring,Online Booking,Surfboard,2 Hours,1,36.00,None,0.00,0.00,36.00,Ava Martinez,Marina Kiosk,Credit Card,Sunny
WSR-2026-0269,2026-04-03,April,Friday,Spring,Walk-in,Pedal Boat,1 Hour,1,36.00,None,0.00,0.00,36.00,Ava Martinez,Harbor Dock,Debit Card,Windy
WSR-2026-0270,2026-04-03,April,Friday,Spring,Walk-in,Snorkel Set,2 Hours,1,18.00,None,0.00,0.00,18.00,Chloe Nguyen,Beachfront Hut,Cash,Windy
WSR-2026-0271,2026-04-03,April,Friday,Spring,Walk-in,Stand-Up Paddle Board,1 Hour,1,26.00,Waterproof Speaker,12.00,0.00,38.00,Emma Wilson,Marina Kiosk,Cash,Sunny
WSR-2026-0272,2026-04-03,April,Friday,Spring,Walk-in,Stand-Up Paddle Board,2 Hours,1,42.00,Phone Pouch,5.00,0.00,47.00,Grace Lee,Harbor Dock,Credit Card,Sunny
WSR-2026-0273,2026-04-03,April,Friday,Spring,Member,Stand-Up Paddle Board,2 Hours,1,42.00,Waterproof Speaker,12.00,5.40,48.60,Diego Ramirez,Marina Kiosk,Debit Card,Sunny
WSR-2026-0274,2026-04-04,April,Saturday,Spring,Group/Event,Fishing Kayak,1 Hour,1,34.56,None,0.00,3.46,31.10,Chloe Nguyen,Resort Pier,Debit Card,Sunny
WSR-2026-0275,2026-04-04,April,Saturday,Spring,Member,Fishing Kayak,2 Hours,1,54.00,None,0.00,8.10,45.90,Chloe Nguyen,Lagoon Launch,Cash,Sunny
WSR-2026-0276,2026-04-04,April,Saturday,Spring,Resort Guest,Surfboard,2 Hours,1,38.88,None,0.00,0.00,38.88,Hannah Brooks,Resort Pier,Credit Card,Cloudy
WSR-2026-0277,2026-04-04,April,Saturday,Spring,Resort Guest,Tandem Kayak,2 Hours,1,56.16,Cooler Rental,10.00,3.31,62.85,Ava Martinez,Harbor Dock,Debit Card,Sunny
WSR-2026-0278,2026-04-04,April,Saturday,Spring,Walk-in,Snorkel Set,1 Hour,1,12.96,Dry Bag,6.00,0.95,18.01,Finn Johnson,Beachfront Hut,Mobile Pay,Cloudy
